Rep,N,Crate,Model,run_sec,nu
9,25,0.0,MSLCR,0.0300000000000002,4
10,25,0.0,MVNR,0.0,4
10,25,0.0,MVTR,0.02,4
10,25,0.0,MSLR,0.0100000000000002,4
10,25,0.0,MVNCR,0.0,4
10,25,0.0,MVTCR,0.04,4
10,25,0.0,MSLCR,0.02,4
11,25,0.0,MVNR,0.0,4
11,25,0.0,MVTR,0.02,4
11,25,0.0,MSLR,0.0299999999999998,4
11,25,0.0,MVNCR,0.0,4
11,25,0.0,MVTCR,0.02,4
11,25,0.0,MSLCR,0.02,4
12,25,0.0,MVNR,0.02,4
12,25,0.0,MVTR,0.0,4
12,25,0.0,MSLR,0.0,4
12,25,0.0,MVNCR,0.0,4
12,25,0.0,MVTCR,0.0300000000000002,4
12,25,0.0,MSLCR,0.02,4
13,25,0.0,MVNR,0.0,4
13,25,0.0,MVTR,0.0,4
13,25,0.0,MSLR,0.0299999999999998,4
13,25,0.0,MVNCR,0.0,4
13,25,0.0,MVTCR,0.02,4
13,25,0.0,MSLCR,0.0100000000000002,4
14,25,0.0,MVNR,0.0,4
14,25,0.0,MVTR,0.04,4
14,25,0.0,MSLR,0.0,4
14,25,0.0,MVNCR,0.0,4
14,25,0.0,MVTCR,0.0300000000000002,4
14,25,0.0,MSLCR,0.0099999999999997,4
15,25,0.0,MVNR,0.0,4
15,25,0.0,MVTR,0.0099999999999997,4
15,25,0.0,MSLR,0.02,4
15,25,0.0,MVNCR,0.0,4
15,25,0.0,MVTCR,0.04,4
15,25,0.0,MSLCR,0.02,4
16,25,0.0,MVNR,0.0,4
16,25,0.0,MVTR,0.0299999999999998,4
16,25,0.0,MSLR,0.04,4
16,25,0.0,MVNCR,0.0,4
16,25,0.0,MVTCR,0.04,4
16,25,0.0,MSLCR,0.02,4
17,25,0.0,MVNR,0.0,4
17,25,0.0,MVTR,0.0,4
17,25,0.0,MSLR,0.0199999999999996,4
17,25,0.0,MVNCR,0.0100000000000007,4
17,25,0.0,MVTCR,0.0299999999999994,4
17,25,0.0,MSLCR,0.0,4
18,25,0.0,MVNR,0.0,4
18,25,0.0,MVTR,0.0199999999999996,4
18,25,0.0,MSLR,0.0,4
18,25,0.0,MVNCR,0.0,4
18,25,0.0,MVTCR,0.0299999999999994,4
18,25,0.0,MSLCR,0.0100000000000007,4
19,25,0.0,MVNR,0.0,4
19,25,0.0,MVTR,0.0300000000000002,4
19,25,0.0,MSLR,0.0700000000000003,4
19,25,0.0,MVNCR,0.0099999999999997,4
19,25,0.0,MVTCR,0.0300000000000002,4
19,25,0.0,MSLCR,0.0,4
20,25,0.0,MVNR,0.0,4
20,25,0.0,MVTR,0.0,4
20,25,0.0,MSLR,0.0099999999999997,4
20,25,0.0,MVNCR,0.0,4
20,25,0.0,MVTCR,0.0500000000000007,4
20,25,0.0,MSLCR,0.0,4
21,25,0.0,MVNR,0.0,4
21,25,0.0,MVTR,0.0300000000000002,4
21,25,0.0,MSLR,0.0199999999999996,4
